RideID,LatOrigem,LongOrigem,LatDestino,LongDestino,Distancia_KM,Estimatives
1186267,-129.028.949,-38.395.140.999.999.900,-128.986.892,-383.329.429,9.65,"{'UberX': 22.5, 'Comfort': 30.5, 'UberFlash': 22.5, 'pop99': 17.98, 'turbo-taxi': 26.66, 'regular-taxi': 38.08, 'poupa99': 15.16}"
1186268,-235.460.057,-462.029.314,-23.511.892,-46.195.122,4.76,"{'poupa99': 12.81, 'pop99': 12.81, 'turbo-taxi': 21.68, 'regular-taxi': 25.25, 'UberX': 11.5, 'Comfort': 18.0, 'Flash': 11.5, 'Black': 21.0, 'Bag': 16.5, 'Uber Promo': 10.5}"
1186269,-29.912.315.600.000.000,-510.457.889,-29.938.181,-510.215.645,6.16,"{'poupa99': 11.52, 'regular-taxi': 27.24, 'UberFlash': 23.0, 'UberX': 23.0, 'Comfort': 30.0, 'Black': 25.0, 'pop99': 11.52}"
1186270,-23.681.046,-46.793.112.099.999.900,-23.571.886,-466.454.977,24.55,"{'pop99': 63.88, 'turbo-taxi': 101.21, 'top99': 112.45, 'regular-taxi': 112.45, 'UberX': 70.5, 'Comfort': 93.5, 'Flash': 67.0, 'Black': 87.5, 'Bag': 96.5, 'Uber Promo': 60.0}"
1186272,-27.607.605,-485.866.169,-275.000.982,-4.851.106.499.999.990,21.06,"{'poupa99': 27.73, 'pop99': 32.2, 'Flash': 41.0, 'turbo-taxi': 59.86, 'Comfort': 55.5, 'regular-taxi': 66.51, 'UberX': 41.0}"
1186273,-22.226.617,-5.483.654.809.999.990,-222.272.949,-54.797.451,4.43,{'pop99': 10.23}
1186274,-157.889.572,-482.931.863,-157.936.312,-479.477.035,46.1,"{'UberX': 136.5, 'Comfort': 186.0, 'Flash': 136.5, 'Bag': 217.5, 'pop99': 61.45}"
1186275,-197.651.191,-441.321.559,-199.384.354,-440.297.403,23.82,"{'pop99': 39.84, 'turbo-taxi': 90.48, 'regular-taxi': 90.48, 'UberX': 52.5, 'UberFlash': 48.0, 'poupa99': 34.31}"
1186276,-276.814.826,-486.595.126,-275.906.501,-4.861.667.550.000.000,14.01,"{'pop99': 34.55, 'regular-taxi': 53.0, 'Flash': 43.0, 'Comfort': 57.5, 'UberX': 43.0, 'poupa99': 28.67}"
1186277,-235.892.021,-463.046.114,-2.348.831.550.000.000,-463.661.346,16.08,"{'turbo-taxi': 64.3, 'top99': 61.69, 'UberX': 75.0, 'regular-taxi': 71.68, 'Flash': 75.0, 'Black': 54.5, 'pop99': 33.73}"
1186278,-299.124.028,-51.045.769.899.999.900,-29.938.181,-510.215.645,6.16,"{'UberFlash': 25.0, 'poupa99': 11.52, 'pop99': 11.52, 'Comfort': 32.5, 'regular-taxi': 27.24, 'UberX': 25.0}"
1186279,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'Flash': 81.0, 'UberX': 81.5, 'regular-taxi': 84.95, 'pop99': 58.21}"
1186280,-237.013.633,-46.629.622,-236.993.893,-4.661.068.789.999.990,04.02,"{'pop99': 27.83, 'turbo-taxi': 15.34, 'top99': 17.04, 'regular-taxi': 17.04, 'UberX': 10.5, 'Comfort': 14.5, 'Flash': 9.5, 'Black': 15.5, 'Bag': 14.5, 'Black Bag': 19.0, 'Uber Promo': 9.0}"
1186281,-197.651.191,-441.321.559,-199.384.354,-440.297.403,23.82,"{'UberFlash': 48.0, 'poupa99': 34.31, 'pop99': 39.84, 'turbo-taxi': 90.48, 'regular-taxi': 90.48, 'UberX': 52.5}"
1186282,-193.569.578,-4.004.665.290.000.000,-193.930.754,-400.512.605,8.85,"{'pop99': 42.18, 'UberX': 38.0}"
1186283,-212.090.395,-50.469.838.599.999.900,-212.235.088,-5.044.407.270.000.000,6.48,"{'regular-taxi': 27.03, 'UberX': 21.0, 'Comfort': 27.0, 'Uber Flash': 10.5, 'pop99': 11.05}"
1186284,-227.598.549,-43.522.498.899.999.900,-227.970.982,-433.518.128,21.66,"{'poupa99': 23.5, 'pop99': 31.26, 'turbo-taxi': 70.96, 'regular-taxi': 78.85, 'Comfort': 61.0, 'UberFlash': 34.0, 'Black': 67.5, 'UberX': 34.0}"
1186285,-1.977.386,-441.404.715,-199.375.574,-4.406.006.989.999.990,25.42,"{'UberX': 52.5, 'Comfort': 58.5, 'UberFlash': 52.5, 'pop99': 44.42, 'turbo-taxi': 99.99, 'regular-taxi': 99.99, 'poupa99': 38.19}"
1186286,-228.800.567,-4.325.360.939.999.990,-229.986.605,-4.333.422.170.000.000,26.54,"{'pop99': 39.37, 'turbo-taxi': 85.66, 'regular-taxi': 95.18, 'poupa99': 35.37}"
1186287,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'pop99': 58.21, 'regular-taxi': 84.95, 'Flash': 81.0, 'UberX': 81.5}"
1186288,-1.977.386,-441.404.715,-199.375.574,-4.406.006.989.999.990,25.42,"{'Comfort': 58.5, 'UberFlash': 52.5, 'poupa99': 38.19, 'pop99': 44.42, 'turbo-taxi': 99.99, 'regular-taxi': 99.99, 'UberX': 52.5}"
1186289,-19.356.267,-40.044.894,-193.930.754,-400.512.605,7.96,"{'UberX': 37.5, 'pop99': 42.6}"
1186290,-19.937.319.199.999.900,-440.154.217,-199.262.318,-441.144.768,13.42,"{'poupa99': 22.56, 'turbo-taxi': 53.82, 'regular-taxi': 53.82, 'UberX': 29.5, 'Comfort': 30.5, 'UberFlash': 29.5, 'Black': 49.5, 'pop99': 22.56}"
1186291,-229.467.714,-433.606.792,-229.410.279,-4.334.316.880.000.000,4.17,"{'pop99': 10.46, 'turbo-taxi': 21.15, 'regular-taxi': 23.5, 'Comfort': 12.5, 'UberFlash': 9.5, 'Black': 15.0, 'UberX': 9.5}"
1186292,-239.507.187,-46.452.910.599.999.900,-24.006.342,-46.428.008,21.26,"{'Flash': 34.5, 'Comfort': 44.0, 'UberX': 34.5, 'turbo-taxi': 85.89, 'regular-taxi': 85.89, 'pop99': 39.01}"
1186293,-212.014.005,-47.855.633.999.999.900,-211.171.888,-47.801.892,21.25,"{'Uber Flash': 23.0, 'Flash Moto': 16.5, 'Comfort': 40.0, 'poupa99': 71.36, 'pop99': 71.36, 'turbo-taxi': 56.05, 'regular-taxi': 72.85, 'UberX': 23.0}"
1186294,-23.704.972.299.999.900,-468.557.406,-236.531.048,-468.512.429,6.99,"{'poupa99': 25.43, 'pop99': 25.43, 'regular-taxi': 28.32, 'UberX': 16.0, 'Flash': 16.0, 'Uber Promo': 13.5}"
1186295,-22.880.109.899.999.900,-484.564.704,-229.008.178,-4.844.898.980.000.000,5.56,"{'Comfort': 14.5, 'Uber Flash': 10.5, 'pop99': 11.52, 'regular-taxi': 27.53, 'UberX': 10.5}"
1186296,-228.410.115,-430.635.556,-228.122.334,-4.307.061.540.000.000,5.39,"{'poupa99': 11.4, 'UberX': 14.5, 'turbo-taxi': 19.99, 'Comfort': 19.0, 'regular-taxi': 22.21, 'UberFlash': 14.5, 'Black': 21.0, 'pop99': 11.4}"
1186297,-217.550.715,-433.758.191,-218.159.954,-433.750.209,10.5,"{'pop99': 22.45, 'turbo-taxi': 41.1, 'regular-taxi': 41.1, 'Uber Flash': 22.0, 'UberX': 22.0}"
1186298,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'Flash': 81.0, 'UberX': 81.5, 'regular-taxi': 84.95, 'pop99': 60.7}"
1186299,-29.889.709,-5.113.037,-29.769.018,-511.472.478,20.8,"{'UberFlash': 64.0, 'Black': 72.5, 'poupa99': 61.96, 'pop99': 61.96, 'turbo-taxi': 53.97, 'regular-taxi': 71.95, 'UberX': 64.0}"
1186300,-15.872.802.799.999.900,-4.802.719,-158.480.783,-480.405.228,3.73,"{'UberX': 12.0, 'Comfort': 14.5, 'Flash': 12.5, 'Black': 17.0, 'Bag': 17.0, 'turbo-taxi': 18.77, 'regular-taxi': 18.77, 'pop99': 8.11}"
1186301,-228.433.864,-432.864.898,-2.291.291,-43.214.297,17.44,"{'poupa99': 22.68, 'pop99': 25.15, 'turbo-taxi': 67.95, 'regular-taxi': 75.5, 'Comfort': 42.0, 'UberFlash': 23.5, 'Black': 56.0, 'UberX': 23.5}"
1186302,-23.654.988.799.999.900,-46.431.449.400.000.000,-23.713.965,-465.507.587,30.46,"{'UberX': 98.5, 'Comfort': 128.0, 'Flash': 98.5, 'Black': 107.0, 'Bag': 123.0, 'Black Bag': 126.0, 'poupa99': 127.58, 'pop99': 127.58, 'regular-taxi': 108.22, 'turbo-taxi': 97.4}"
1186303,-29.665.687.399.999.900,-538.312.037,-2.969.898.770.000.000,-5.383.646.499.999.990,5.22,"{'regular-taxi': 23.06, 'UberX': 13.0, 'Uber Flash': 13.0, 'pop99': 12.46}"
1186304,-22.918.997,-431.940.511,-229.106.545,-43.184.285,1.83,"{'poupa99': 7.52, 'turbo-taxi': 15.57, 'regular-taxi': 15.57, 'UberX': 8.0, 'Comfort': 10.5, 'UberFlash': 8.0, 'Black': 11.5, 'pop99': 7.52}"
1186305,-320.431.618,-521.259.528,-320.663.795,-521.475.944,4.94,"{'pop99': 11.64, 'Uber Flash': 10.5, 'UberX': 10.5}"
1186307,-228.410.115,-430.635.556,-228.122.334,-4.307.061.540.000.000,5.39,"{'poupa99': 10.58, 'pop99': 10.58, 'turbo-taxi': 19.99, 'regular-taxi': 22.21, 'Comfort': 19.0, 'UberFlash': 14.5, 'Black': 21.0, 'UberX': 14.5}"
1186308,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'pop99': 61.6, 'regular-taxi': 85.37, 'Flash': 51.5, 'UberX': 52.5}"
1186309,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'UberX': 89.5, 'Comfort': 127.0, 'Flash': 89.5, 'Bag': 149.0, 'pop99': 33.73}"
1186310,-217.550.715,-433.758.191,-218.159.954,-433.750.209,10.5,"{'turbo-taxi': 41.1, 'regular-taxi': 41.1, 'UberX': 22.0, 'Uber Flash': 22.0, 'pop99': 22.45}"
1186311,-24.299.640.099.999.900,-470.210.655,-242.972.661,-47.024.379,0.42,{'pop99': 6.47}
1186313,-20.333.549,-403.057.087,-203.552.561,-402.941.241,4.2,"{'Flash': 11.5, 'Comfort': 17.5, 'pop99': 24.17, 'turbo-taxi': 16.29, 'regular-taxi': 19.16, 'UberX': 11.5}"
1186314,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'pop99': 33.73, 'Comfort': 100.0, 'Flash': 66.0, 'Bag': 110.0, 'UberX': 66.0}"
1186315,-320.431.618,-521.259.528,-320.663.795,-521.475.944,4.94,"{'UberX': 10.5, 'Uber Flash': 10.5, 'pop99': 11.64}"
1186316,-13.404.972,-484.612.145,-1.314.776,-484.568.648,6.4,"{'turbo-taxi': 34.79, 'regular-taxi': 34.79, 'Flash': 14.0, 'UberX': 14.0, 'pop99': 13.4}"
1186317,-235.606.705,-464.507.424,-23.542.216,-464.494.422,2.24,"{'UberX': 10.5, 'Comfort': 13.5, 'Flash': 9.5, 'Black': 12.5, 'poupa99': 8.97, 'comfort99': 10.14, 'delivery99': 9.09, 'turbo-taxi': 14.49, 'top99': 12.81, 'regular-taxi': 12.81, 'pop99': 8.97}"
1186318,-23.536.547,-46.638.598,-235.664.239,-466.469.243,4.67,"{'Uber Promo': 23.0, 'UberX': 26.5, 'Comfort': 37.5, 'Flash': 26.0, 'Black': 32.5, 'Bag': 38.0, 'Black Bag': 40.0, 'poupa99': 30.45, 'pop99': 30.45, 'turbo-taxi': 25.07, 'regular-taxi': 27.85, 'Taxi': 18.0}"
1186319,-235.116.472,-4.751.930.429.999.990,-235.022.852,-474.622.079,7.91,"{'Flash': 15.0, 'Comfort': 20.0, 'pop99': 20.16, 'turbo-taxi': 38.89, 'regular-taxi': 38.89, 'UberX': 15.0}"
1186320,-235.891.744,-463.045.773,-2.348.831.550.000.000,-463.661.346,16.08,"{'pop99': 33.61, 'turbo-taxi': 63.98, 'top99': 61.69, 'regular-taxi': 71.21, 'UberX': 48.5, 'Flash': 48.5, 'Black': 54.5, 'Uber Promo': 41.0}"
1186321,-22.880.109.899.999.900,-484.564.704,-229.008.178,-4.844.898.980.000.000,5.56,"{'UberX': 10.5, 'Comfort': 14.5, 'Uber Flash': 10.5, 'regular-taxi': 27.53, 'pop99': 11.52}"
1186322,-29.980.721.399.999.900,-511.243.901,-299.719.219,-5.117.026.899.999.990,13.39,"{'poupa99': 48.58, 'pop99': 48.58, 'turbo-taxi': 35.95, 'regular-taxi': 47.92, 'UberFlash': 29.5, 'Comfort': 40.5, 'UberX': 29.5}"
1186323,-232.432.639,-459.148.358,-231.747.568,-458.162.768,14.32,"{'Flash': 26.5, 'UberX': 26.5, 'turbo-taxi': 63.57, 'Comfort': 41.0, 'regular-taxi': 63.57, 'pop99': 18.87}"
1186324,-253.801.959,-493.596.632,-254.557.351,-493.588.043,9.69,"{'poupa99': 19.27, 'Flash': 20.0, 'UberX': 20.0, 'Comfort': 23.0, 'Black': 40.0, 'pop99': 19.27}"
1186325,-227.507.944,-434.402.611,-226.768.514,-436.070.578,23.99,"{'UberX': 30.5, 'Comfort': 54.5, 'UberFlash': 30.5, 'Black': 71.5, 'pop99': 42.3, 'turbo-taxi': 90.31, 'regular-taxi': 93.65, 'poupa99': 38.07}"
1186326,-233.250.703,-46.745.848.599.999.900,-231.830.806,-469.079.551,29.26,"{'Uber Promo': 91.5, 'UberX': 111.5, 'Comfort': 143.0, 'Flash': 111.5, 'Bag': 145.0, 'poupa99': 97.52, 'pop99': 97.52, 'regular-taxi': 97.88, 'Black': 88.5}"
1186327,-228.576.358,-4.334.252.860.000.000,-228.813.095,-433.425.601,04.03,"{'poupa99': 11.4, 'turbo-taxi': 19.84, 'regular-taxi': 22.03, 'pop99': 11.4}"
1186328,-158.052.641,-481.377.424,-158.330.163,-48.081.211,9.3,"{'poupa99': 39.54, 'pop99': 39.54, 'turbo-taxi': 33.04, 'regular-taxi': 38.87, 'Comfort': 27.5, 'Flash': 20.0, 'Black': 40.0, 'Bag': 32.5, 'UberX': 20.0}"
1186329,-203.401.817,-402.957.042,-203.416.843,-4.031.146.619.999.990,2.25,"{'pop99': 18.86, 'turbo-taxi': 13.54, 'regular-taxi': 15.04, 'Flash': 8.5, 'Comfort': 12.5, 'UberX': 8.5}"
1186330,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'regular-taxi': 85.37, 'Flash': 32.5, 'UberX': 32.5, 'pop99': 64.15}"
1186331,-193.569.578,-4.004.665.290.000.000,-193.930.754,-400.512.605,8.85,"{'pop99': 43.35, 'UberX': 23.0}"
1186332,-229.276.059,-47.122.191,-22.822.592,-472.716.043,31.13,"{'Flash': 124.0, 'UberX': 124.0, 'pop99': 132.46, 'regular-taxi': 113.92, 'turbo-taxi': 102.53}"
1186333,-15.910.265.100.000.000,-47.764.535.200.000.000,-157.505.759,-478.945.104,28.71,"{'UberX': 37.0, 'Comfort': 51.5, 'Flash': 37.5, 'Black': 84.0, 'Bag': 61.0, 'pop99': 39.84, 'turbo-taxi': 101.23, 'regular-taxi': 101.23, 'poupa99': 35.84}"
1186334,-235.433.747,-468.518.134,-235.817.802,-467.947.222,12.75,"{'poupa99': 69.65, 'pop99': 69.65, 'comfort99': 79.9, 'delivery99': 69.65, 'turbo-taxi': 56.58, 'top99': 40.54, 'regular-taxi': 55.46, 'UberX': 47.0, 'Comfort': 69.5, 'Flash': 47.0, 'Black': 45.0, 'Bag': 65.0, 'Black Bag': 55.5, 'Uber Promo': 40.0}"
1186335,-234.928.632,-4.647.596.250.000.000,-234.771.775,-4.653.078.439.999.990,13.52,"{'Uber Promo': 25.5, 'UberX': 29.5, 'Comfort': 42.0, 'Flash': 27.5, 'Black': 47.5, 'Bag': 39.5, 'pop99': 30.05, 'turbo-taxi': 46.64, 'regular-taxi': 51.82, 'poupa99': 24.64}"
1186336,-235.116.472,-4.751.930.429.999.990,-235.022.852,-474.622.079,7.91,"{'Flash': 15.0, 'Comfort': 20.0, 'UberX': 15.0, 'turbo-taxi': 38.89, 'regular-taxi': 38.89, 'pop99': 20.16}"
1186337,-20.917.704.999.999.900,-494.542.015,-208.360.693,-493.992.885,12.5,"{'Uber Flash': 24.5, 'poupa99': 21.86, 'Comfort': 27.5, 'UberX': 24.5, 'pop99': 21.86}"
1186338,-233.203.005,-459.425.775,-232.229.963,-45.905.952,16.72,"{'Flash': 30.5, 'Comfort': 43.0, 'pop99': 64.15, 'regular-taxi': 85.37, 'UberX': 31.5}"
1186339,-300.642.194,-512.168.102,-300.829.099,-512.449.893,05.04,"{'pop99': 21.49, 'regular-taxi': 25.83, 'UberFlash': 20.0, 'UberX': 20.0, 'Comfort': 26.0, 'Black': 27.0, 'turbo-taxi': 18.09}"
1186340,-232.432.639,-459.148.358,-231.747.568,-458.162.768,14.32,"{'pop99': 20.89, 'turbo-taxi': 63.57, 'regular-taxi': 63.57, 'Flash': 26.5, 'Comfort': 41.0, 'UberX': 26.5}"
1186341,-235.116.472,-4.751.930.429.999.990,-235.022.852,-474.622.079,7.91,"{'Flash': 15.0, 'Comfort': 20.0, 'pop99': 18.26, 'turbo-taxi': 38.89, 'regular-taxi': 38.89, 'UberX': 15.0}"
1186342,-225.266.071,-419.659.889,-225.228.387,-419.430.625,3.12,"{'regular-taxi': 17.98, 'Uber Flash': 8.0, 'Comfort': 11.5, 'UberX': 8.0}"
1186343,-220.902.022,-51.379.463.400.000.000,-221.387.031,-5.141.487.180.000.000,11.78,"{'pop99': 21.28, 'turbo-taxi': 43.94, 'regular-taxi': 40.08, 'Uber Flash': 19.0, 'UberX': 21.0}"
1186345,-28.432.672.099.999.900,-489.520.941,-284.793.539,-490.013.667,8.21,"{'Comfort': 21.0, 'Uber Flash': 13.0, 'pop99': 16.34, 'UberX': 13.0}"
1186346,-12.935.720.199.999.900,-384.619.743,-129.672.914,-3.847.875,5.21,"{'poupa99': 27.93, 'pop99': 27.93, 'regular-taxi': 31.03, 'Flash Moto': 11.0, 'UberX': 27.0, 'Comfort': 39.0, 'UberFlash': 27.0, 'turbo-taxi': 21.73}"
1186347,-7.992.146,-34.930.631.999.999.900,-80.199.689,-34.971.504,12.94,"{'Flash': 23.0, 'UberX': 23.0, 'Comfort': 32.5, 'turbo-taxi': 40.33, 'regular-taxi': 40.33, 'pop99': 19.64}"
1186348,-161.528.037,-479.567.695,-162.461.967,-479.095.802,13.98,"{'Flash': 20.0, 'Bag': 31.5, 'pop99': 39.95, 'UberX': 20.0}"
1186349,-228.576.358,-4.334.252.860.000.000,-228.813.095,-433.425.601,04.03,"{'poupa99': 11.64, 'pop99': 11.64, 'turbo-taxi': 19.84, 'regular-taxi': 22.03}"
1186351,-233.250.703,-46.745.848.599.999.900,-231.830.806,-469.079.551,29.26,"{'Uber Promo': 48.5, 'UberX': 60.5, 'Comfort': 75.5, 'Flash': 60.5, 'Black': 88.5, 'poupa99': 90.72, 'regular-taxi': 97.88, 'pop99': 90.72}"
1186353,-235.892.021,-463.046.114,-2.348.831.550.000.000,-463.661.346,16.08,"{'turbo-taxi': 63.98, 'top99': 61.69, 'regular-taxi': 71.21, 'Uber Promo': 26.0, 'UberX': 30.5, 'Flash': 30.5, 'Black': 55.0, 'pop99': 35.01}"
1186354,-234.865.722,-462.997.849,-2.348.941.679.999.990,-463.640.505,9.59,"{'UberX': 20.0, 'Comfort': 29.5, 'Flash': 20.0, 'Black': 36.5, 'Bag': 27.5, 'poupa99': 25.03, 'pop99': 25.03, 'Uber Promo': 17.0}"
1186355,-227.885.473,-4.329.288.529.999.990,-22.697.719,-43.290.323,19.08,"{'pop99': 24.09, 'turbo-taxi': 57.27, 'regular-taxi': 61.87, 'UberX': 26.0, 'Comfort': 48.0, 'UberFlash': 26.0, 'Black': 59.0, 'poupa99': 21.62}"
1186356,-227.506.925,-434.403.632,-226.768.514,-436.070.578,23.97,"{'Comfort': 54.5, 'UberFlash': 30.5, 'Black': 71.5, 'poupa99': 37.37, 'pop99': 41.6, 'turbo-taxi': 83.33, 'regular-taxi': 92.59, 'UberX': 30.5}"
1186357,-79.904.473,-3.490.262.329.999.990,-81.046.295,-3.488.960.649.999.990,18.48,"{'pop99': 49.76, 'turbo-taxi': 49.87, 'regular-taxi': 49.47, 'Flash': 46.5, 'Moto': 22.0, 'UberX': 46.5}"
1186358,-122.245.287,-389.474.363,-122.663.211,-389.853.668,8.3,"{'pop99': 35.45, 'turbo-taxi': 45.24, 'regular-taxi': 45.24, 'Uber Flash': 17.0, 'Comfort': 30.5, 'UberX': 17.0}"
1186359,-193.569.578,-4.004.665.290.000.000,-193.930.754,-400.512.605,8.85,"{'UberX': 40.0, 'pop99': 46.77}"
1186360,-80.026.429,-349.140.139,-80.890.512,-3.493.082.799.999.990,14.17,"{'Flash': 42.0, 'pop99': 23.42, 'turbo-taxi': 56.78, 'regular-taxi': 56.78, 'UberX': 42.0}"
1186361,-236.023.547,-464.986.582,-235.534.223,-465.191.573,7.64,"{'poupa99': 34.84, 'pop99': 34.84, 'turbo-taxi': 34.79, 'regular-taxi': 38.66, 'UberX': 18.0, 'Comfort': 26.5, 'Flash': 17.0, 'Bag': 24.5, 'Uber Promo': 15.5}"
1186362,-8.051.674.199.999.990,-349.372.462,-80.204.881,-350.059.658,19.24,"{'turbo-taxi': 44.56, 'regular-taxi': 44.56, 'Flash': 18.0, 'Moto': 15.0, 'UberX': 18.0, 'pop99': 17.98}"
1186363,-158.157.808,-480.908.627,-158.332.033,-480.398.521,8.4,"{'poupa99': 49.12, 'pop99': 49.12, 'turbo-taxi': 38.87, 'regular-taxi': 38.87, 'Comfort': 22.0, 'Flash': 20.0, 'Black': 31.5, 'Bag': 28.5, 'UberX': 20.0}"
1186364,-227.506.925,-434.403.632,-226.768.514,-436.070.578,23.97,"{'pop99': 42.3, 'turbo-taxi': 90.31, 'regular-taxi': 93.65, 'UberX': 30.5, 'Comfort': 54.5, 'UberFlash': 30.5, 'Black': 71.5, 'poupa99': 38.07}"
1186365,-205.037.865,-474.189.036,-20.552.725,-47.412.323,7.19,"{'Comfort': 31.5, 'poupa99': 29.41, 'pop99': 29.41, 'turbo-taxi': 26.21, 'regular-taxi': 26.21, 'UberX': 24.0}"
1186366,-225.266.071,-419.659.889,-225.228.387,-419.430.625,3.12,"{'Uber Flash': 8.0, 'UberX': 8.0, 'Comfort': 11.5, 'regular-taxi': 17.98}"
1186368,-198.534.929,-440.354.142,-198.411.097,-440.257.488,2.33,"{'poupa99': 11.75, 'pop99': 11.75, 'turbo-taxi': 11.4, 'regular-taxi': 11.4, 'Comfort': 9.5, 'UberFlash': 8.0, 'Black': 15.5, 'UberX': 8.0}"
1186369,-5.369.313,-49.108.817.099.999.900,-5.352.088,-49.116.388,4.35,"{'UberX': 12.0, 'turbo-taxi': 29.38, 'regular-taxi': 29.38, 'pop99': 11.28}"
1186370,-205.037.865,-474.189.036,-20.552.725,-47.412.323,7.19,"{'UberX': 22.5, 'Comfort': 29.5, 'Uber Flash': 13.5, 'poupa99': 29.41, 'pop99': 29.41, 'turbo-taxi': 26.21, 'regular-taxi': 26.21}"
1186371,-225.266.071,-419.659.889,-225.228.387,-419.430.625,3.12,"{'regular-taxi': 17.98, 'Uber Flash': 8.0, 'Comfort': 11.5, 'UberX': 8.0}"
1186372,-23.519.678.499.999.900,-46.843.014.499.999.900,-2.358.169.939.999.990,-467.942.111,17.41,"{'UberX': 40.5, 'Comfort': 54.5, 'Flash': 40.5, 'Black': 67.0, 'Bag': 52.0, 'turbo-taxi': 63.66, 'top99': 52.29, 'regular-taxi': 72.38, 'pop99': 27.85}"
1186373,-81.684.112,-34.933.026,-81.241.489,-349.111.108,6.98,"{'Flash': 12.5, 'Comfort': 17.5, 'pop99': 12.81, 'turbo-taxi': 26.82, 'regular-taxi': 26.82, 'UberX': 12.5}"
1186374,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'UberX': 39.0, 'Comfort': 54.5, 'Flash': 39.0, 'Bag': 64.0, 'pop99': 33.37}"
1186375,-228.576.358,-4.334.252.860.000.000,-228.813.095,-433.425.601,04.03,"{'poupa99': 11.64, 'pop99': 11.64, 'turbo-taxi': 19.84, 'regular-taxi': 22.03}"
1186376,-300.642.194,-512.168.102,-300.829.099,-512.449.893,05.04,"{'pop99': 20.88, 'turbo-taxi': 18.09, 'regular-taxi': 25.83, 'UberFlash': 14.5, 'Comfort': 19.0, 'Black': 27.0, 'UberX': 14.5}"
1186377,-236.749.403,-4.647.042.990.000.000,-236.498.598,-465.614.184,14.55,"{'pop99': 49.92, 'turbo-taxi': 54.25, 'top99': 63.1, 'regular-taxi': 60.28, 'Comfort': 40.0, 'Flash': 27.5, 'Black': 48.5, 'Bag': 37.5, 'UberX': 27.5}"
1186378,-235.956.378,-470.326.697,-235.850.543,-4.683.506.389.999.990,26.93,"{'UberX': 50.5, 'Flash': 50.5, 'poupa99': 51.47, 'pop99': 51.47, 'Uber Promo': 43.0}"
1186379,-8.051.674.199.999.990,-349.372.462,-80.204.881,-350.059.658,19.24,"{'Flash': 18.0, 'Comfort': 25.0, 'pop99': 17.74, 'turbo-taxi': 44.56, 'regular-taxi': 44.56, 'UberX': 18.0}"
1186380,-13.404.972,-484.612.145,-1.314.776,-484.568.648,6.4,"{'pop99': 15.28, 'turbo-taxi': 30.53, 'regular-taxi': 33.91, 'Flash': 19.5, 'UberX': 19.5}"
1186382,-254.500.811,-49.127.915.699.999.900,-254.237.744,-4.918.175.509.999.990,9.14,"{'poupa99': 17.04, 'Flash': 27.5, 'UberX': 27.5, 'Comfort': 36.0, 'Black': 37.5, 'pop99': 17.04}"
1186383,-235.956.378,-470.326.697,-235.850.543,-4.683.506.389.999.990,26.93,"{'Uber Promo': 43.0, 'UberX': 50.5, 'Flash': 50.5, 'poupa99': 51.47, 'pop99': 51.47}"
1186384,-235.020.967,-463.556.884,-235.868.733,-463.087.675,13.16,"{'poupa99': 32.42, 'Uber Promo': 20.0, 'UberX': 23.5, 'Flash': 23.5, 'Black': 45.5, 'Bag': 32.5, 'pop99': 32.42}"
1186385,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'Flash': 105.0, 'Bag': 174.0, 'pop99': 33.37, 'UberX': 105.0}"
1186386,-229.040.859,-433.570.523,-229.555.329,-433.749.744,6.9,"{'UberX': 16.0, 'Comfort': 21.0, 'UberFlash': 16.0, 'Black': 26.0, 'poupa99': 15.98, 'turbo-taxi': 34.37, 'regular-taxi': 38.19, 'pop99': 15.98}"
1186387,-205.037.865,-474.189.036,-20.552.725,-47.412.323,7.19,"{'Comfort': 28.5, 'Uber Flash': 13.5, 'poupa99': 28.07, 'pop99': 28.07, 'turbo-taxi': 26.21, 'regular-taxi': 26.21, 'UberX': 21.0}"
1186388,-270.081.997,-486.325.619,-270.027.471,-486.326.324,1.18,"{'Uber Flash': 6.5, 'UberX': 7.5, 'Comfort': 8.5, 'poupa99': 6.47, 'turbo-taxi': 11.28, 'regular-taxi': 11.28, 'pop99': 6.47}"
1186389,-228.345.697,-434.125.935,-229.973.007,-433.625.245,29.64,"{'UberX': 54.5, 'Comfort': 91.0, 'UberFlash': 54.5, 'Black': 97.5, 'pop99': 46.53, 'turbo-taxi': 94.39, 'regular-taxi': 104.87, 'poupa99': 41.83}"
1186390,-232.813.666,-467.224.104,-231.759.846,-469.074.324,33.72,"{'poupa99': 99.07, 'pop99': 99.07}"
